_id,_sampledSeconds,_traveltime,_overlapTraveltime,_density,_laneDensity,_occupancy,_waitingTime,_timeLoss,_speed,_departed,_arrived,_entered,_left,_laneChangedFrom,_laneChangedTo,_vaporized
-95801161#0,24.49,7.97,8.69,0.04,0.04,0.02,0.00,1.95,7.25,0,3,3,0,0,0,
-95801166,56.85,27.96,28.53,0.02,0.02,0.01,0.00,2.56,8.40,0,2,2,0,0,0,
-95801167#0,186.20,4.22,5.00,0.61,0.61,0.26,0.00,34.00,6.59,5,0,33,38,0,0,
-95801167#2,435.83,12.70,13.32,0.40,0.40,0.19,0.00,25.30,7.86,6,0,27,33,0,0,
-95801171,15.24,5.54,6.15,0.06,0.06,0.03,0.00,7.00,4.76,3,0,0,3,0,0,
-95801173#0,31.92,5.99,6.61,0.06,0.06,0.03,0.00,1.89,8.01,0,5,5,0,0,0,
-95801173#1,41.31,2.25,2.96,0.23,0.23,0.09,0.00,5.25,7.10,0,5,14,9,0,0,
-95801173#2,11.48,3.78,4.26,0.10,0.10,0.04,0.00,6.21,3.68,4,0,0,4,0,0,
-95801178#0,778.63,6.61,7.39,1.54,1.54,0.70,9.00,128.87,6.91,4,7,102,99,0,0,
-95801179#0,106.94,9.29,10.05,0.15,0.15,0.07,0.00,17.79,7.07,5,0,6,11,0,0,
-95801179#2,80.41,26.86,27.44,0.03,0.03,0.02,0.00,6.90,8.05,3,0,0,3,0,0,
-95801182,0.00,,,,,,,,,0,0,0,0,0,0,
-95801189#0,242.86,5.40,6.13,0.58,0.58,0.26,3.00,38.23,7.02,1,3,39,37,0,0,
-95801189#1,3422.07,75.48,76.18,0.52,0.52,0.26,0.00,158.97,7.86,7,6,38,39,0,0,
-95802366#0,8.91,0.85,1.52,0.13,0.13,0.04,0.00,0.61,7.27,0,6,6,0,0,0,
-95802366#1,40.16,5.52,6.18,0.16,0.16,0.08,0.00,17.89,4.40,8,0,0,8,0,0,
-95802369,12.31,0.03,0.87,5.59,5.59,0.11,0.00,1.55,6.00,0,2,15,13,0,0,
-95803326,242.71,26.55,27.13,0.10,0.10,0.05,0.00,2.97,8.51,0,9,9,0,0,0,
-95803335#0,40.50,20.04,20.61,0.02,0.02,0.01,0.00,1.20,8.75,0,2,2,0,0,0,
-95807610#0,217.11,4.58,5.59,0.79,0.79,0.34,15.00,65.45,5.37,4,6,36,34,0,0,
-95807610#1,78.18,1.54,2.23,0.68,0.68,0.24,0.00,11.53,6.92,5,1,32,36,0,0,
-95807610#2,167.29,4.05,4.69,0.52,0.52,0.23,0.00,19.30,7.27,8,5,29,32,0,0,
-95807610#4,405.04,10.74,11.37,0.44,0.44,0.21,0.00,19.87,7.83,4,7,32,29,0,0,
-95807610#5,9.01,,2.52,0.41,0.41,0.07,0.00,6.03,2.77,5,0,0,5,0,0,
-95807611,52.68,10.61,11.37,0.07,0.07,0.04,0.00,13.89,6.14,5,0,0,5,0,0,
-95807612#0,2.77,0.42,0.78,0.04,0.04,0.01,0.00,0.08,14.05,0,4,4,0,0,0,
-95807612#1,79.01,8.47,8.84,0.07,0.07,0.03,0.00,10.58,12.27,0,5,9,4,0,0,
-95807613,79.79,11.36,12.00,0.08,0.08,0.04,0.00,27.88,8.42,7,0,0,7,0,0,
-95807614,28.32,5.49,5.92,0.04,0.04,0.02,0.00,5.30,10.94,0,5,5,0,0,0,
-95807619#0,1263.60,2.10,2.60,5.54,5.54,2.29,111.00,299.98,9.89,4,3,483,484,0,0,
-95807619#1,1491.52,2.53,2.96,4.25,4.25,1.84,3.00,139.12,12.46,9,3,496,502,0,0,
-95807619#10,3167.14,7.40,7.77,2.94,2.94,1.40,0.00,132.99,13.24,7,7,401,401,0,0,
-95807619#11,1920.47,4.36,4.73,3.03,3.03,1.39,0.00,81.28,13.25,1,5,405,401,0,0,
-95807619#12,1717.34,3.45,3.88,3.53,3.53,1.58,0.00,108.02,12.70,3,1,440,442,0,0,
-95807619#14,1980.32,4.11,4.49,4.03,4.03,1.79,0.00,394.11,11.07,3,2,439,440,0,0,
-95807619#2,1475.32,2.55,2.93,4.00,4.00,1.74,0.00,78.68,13.13,4,8,500,496,0,0,
-95807619#3,798.14,1.21,1.59,4.59,4.59,1.75,0.00,42.91,13.12,3,4,501,500,0,0,
-95807619#4,552.17,0.71,1.09,5.34,5.34,1.75,0.00,26.49,13.20,4,7,504,501,0,0,
-95807619#5,2596.52,4.72,5.09,3.75,3.75,1.74,0.00,97.20,13.35,2,6,508,504,0,0,
-95807619#6,1030.39,1.64,2.02,4.37,4.37,1.77,0.00,56.31,13.11,3,4,509,508,0,0,
-95807619#7,1708.69,2.94,3.32,4.62,4.62,2.00,0.00,277.45,11.62,6,6,509,509,0,0,
-95807619#8,275.89,0.02,0.54,125.40,125.40,2.41,0.00,83.81,9.65,4,5,510,509,0,0,
-95807619#9,4932.07,11.72,12.15,2.93,2.93,1.42,1.00,261.16,13.00,5,5,401,401,0,0,
-95807620#0,3629.20,3.60,4.43,12.45,12.45,5.36,202.00,1532.35,7.11,9,8,813,814,0,0,
-95807620#1,4589.58,5.17,5.62,6.33,6.33,2.93,1.00,414.01,12.61,5,4,812,813,0,0,
-95807620#2,4480.61,5.23,5.62,5.90,5.90,2.75,0.00,219.23,13.18,1,5,797,793,0,0,
-95807620#3,9682.92,11.69,12.06,5.69,5.69,2.75,0.00,425.64,13.25,7,6,796,797,0,0,
-95807620#4,3611.73,4.14,4.51,6.01,6.01,2.75,0.00,168.43,13.22,5,5,796,796,0,0,
-95807620#5,848.23,0.70,1.08,8.41,8.41,2.73,1.00,43.04,13.15,3,1,785,787,0,0,
-95807621#0,673.46,19.14,19.85,0.26,0.26,0.13,6.00,73.26,12.20,3,4,31,30,0,0,
-95807621#1,162.38,4.40,4.85,0.33,0.33,0.15,0.00,43.22,10.15,5,8,29,26,0,0,
-95807624,84.00,13.92,14.78,0.08,0.08,0.04,0.00,16.12,6.58,6,0,0,6,0,0,
-95807625,258.20,7.78,8.15,0.27,0.27,0.13,0.00,43.64,11.41,5,4,27,28,0,0,
-95807627,284.45,10.78,11.57,0.24,0.24,0.11,0.00,75.07,9.68,8,3,17,22,0,0,
-95807628#0,1347.67,4.11,5.12,7.67,7.67,3.26,347.00,832.74,4.10,6,3,259,262,0,0,
-95807628#1,691.67,2.03,2.65,2.61,2.61,1.05,24.00,141.82,10.99,4,3,258,259,0,0,
-95807628#2,584.53,1.85,2.24,2.21,2.21,0.92,0.00,34.49,13.00,3,4,259,258,0,0,
-95807628#3,1304.53,4.65,5.03,1.96,1.96,0.91,0.00,76.19,13.02,8,1,252,259,0,0,
-95807628#4,503.77,1.58,1.96,2.24,2.24,0.90,0.00,29.08,13.03,5,7,254,252,0,0,
-95807628#5,798.69,2.74,3.11,2.02,2.02,0.89,0.00,39.20,13.15,4,3,253,254,0,0,
-95807628#6,2409.15,9.01,9.38,1.83,1.83,0.88,0.00,94.98,13.28,4,4,253,253,0,0,
-95807628#7,788.74,2.69,3.06,2.06,2.06,0.90,0.00,45.96,13.00,3,5,255,253,0,0,
-95807628#8,1712.95,6.39,6.78,2.13,2.13,0.98,0.00,284.05,11.50,2,2,251,251,0,0,
-95807629,60.69,7.14,7.85,0.10,0.10,0.05,0.00,26.11,7.36,3,0,5,8,0,0,
-95807633#0,324.36,6.79,7.62,0.43,0.43,0.20,3.00,80.28,9.60,5,5,38,38,0,0,
-95807633#1,214.35,6.01,6.39,0.32,0.32,0.15,0.00,53.30,10.33,5,5,29,29,0,0,
-95807636#0,6.53,1.40,1.76,0.03,0.03,0.01,0.00,0.20,13.36,0,4,4,0,0,0,
-95807636#1,33.93,2.32,2.84,0.10,0.10,0.04,0.00,1.68,12.28,0,3,12,9,0,0,
-95807636#2,180.08,4.62,5.20,0.36,0.36,0.16,0.00,47.63,9.61,0,8,35,27,0,0,
-95807637,155.91,17.92,23.76,0.19,0.19,0.08,61.00,88.53,3.42,7,0,0,7,0,0,
-95807638,3542.28,17.89,18.67,2.37,2.37,1.14,17.00,333.42,7.54,5,5,185,185,0,0,
-95807640#0,93.00,18.27,18.87,0.06,0.06,0.03,0.00,0.00,8.31,0,5,5,0,0,0,
-95807640#2,194.50,1.75,2.61,1.41,1.41,0.50,0.00,25.17,6.74,1,6,74,69,0,0,
-95807640#4,587.98,5.51,6.16,1.24,1.24,0.55,0.00,39.15,7.80,4,3,92,93,0,0,
-95807641#0,194.66,3.79,4.56,0.59,0.59,0.26,0.00,64.34,7.66,8,5,36,39,0,0,
-95807641#1,775.14,10.03,10.63,0.63,0.63,0.29,0.00,134.06,11.03,2,8,71,65,0,0,
-95807646,53.00,17.12,17.71,0.03,0.03,0.02,0.00,1.78,8.47,0,3,3,0,0,0,
-95807647#0,3.16,0.55,1.15,0.06,0.06,0.02,0.00,0.08,8.20,0,3,3,0,0,0,
-95807647#2,616.62,22.23,22.93,0.33,0.33,0.16,0.00,42.98,7.56,3,2,24,25,0,0,
-95807649#0,339.66,8.24,9.02,0.49,0.49,0.23,0.00,21.95,7.57,3,7,35,31,0,0,
-95807649#1,854.63,21.40,22.03,0.46,0.46,0.22,0.00,36.35,7.90,6,4,33,35,0,0,
-95895219#0,57.87,11.27,11.65,0.03,0.03,0.02,0.00,1.92,13.34,0,5,5,0,0,0,
-95895219#1,19.23,2.05,2.42,0.06,0.06,0.03,0.00,0.50,13.48,0,3,8,5,0,0,
-95895219#10,112.14,3.03,3.41,0.26,0.26,0.11,0.00,2.49,13.11,0,7,33,26,0,0,
-95895219#11,57.45,1.18,1.56,0.34,0.34,0.13,0.00,1.29,13.17,0,4,37,33,0,0,
-95895219#13,241.66,5.52,5.90,0.30,0.30,0.14,0.00,5.66,13.22,0,4,41,37,0,0,
-95895219#5,47.22,3.04,3.41,0.10,0.10,0.05,0.00,0.52,13.75,0,6,14,8,0,0,
-95895219#6,66.65,4.08,4.44,0.11,0.11,0.05,0.00,1.11,13.61,0,1,15,14,0,0,
-95895219#7,18.27,0.67,1.03,0.18,0.18,0.06,0.00,0.32,13.55,0,3,18,15,0,0,
-95895219#8,42.25,1.50,1.87,0.19,0.19,0.08,0.00,0.81,13.23,0,5,23,18,0,0,
-95895219#9,101.10,3.52,3.90,0.20,0.20,0.09,0.00,1.99,13.21,0,3,26,23,0,0,
-95896391#0,1450.27,28.73,29.83,1.03,1.03,0.50,553.00,667.91,4.47,10,0,39,49,0,0,
-95896391#1,315.14,10.34,11.04,0.38,0.38,0.18,0.00,37.06,7.26,7,0,22,29,0,0,
-95896391#4,138.35,7.11,7.72,0.22,0.22,0.10,0.00,7.66,7.91,1,0,17,18,0,0,
-95896391#5,76.14,3.92,4.61,0.27,0.27,0.12,0.00,15.05,6.70,3,0,14,17,0,0,
-95896391#6,53.45,6.47,7.10,0.13,0.13,0.06,0.00,14.36,6.07,4,0,4,8,0,0,
-95896391#7,28.96,7.39,8.23,0.07,0.07,0.03,0.00,10.83,5.15,4,0,0,4,0,0,
-95896397#0,1.72,0.30,0.95,0.07,0.07,0.01,0.00,0.06,7.64,0,3,3,0,0,0,
-95896397#1,224.88,6.39,7.10,0.45,0.45,0.20,0.00,29.87,7.04,2,3,30,29,0,0,
-95896402#0,4.18,0.85,1.65,0.08,0.08,0.02,0.00,0.70,5.93,0,3,3,0,0,0,
-95896402#1,383.39,6.45,7.26,0.74,0.74,0.33,0.00,39.68,7.14,1,4,52,49,0,0,
-95896413,169.42,2.13,2.94,1.25,1.25,0.46,0.00,35.20,5.88,8,4,52,56,0,0,
-95896414#1,1507.78,12.00,12.93,1.62,1.62,0.76,49.00,222.97,6.95,6,4,111,113,0,0,
-95896422,80.12,19.52,20.14,0.05,0.05,0.02,0.00,5.03,7.80,0,4,4,0,0,0,
-95896427#0,1241.36,10.69,11.52,0.90,0.90,0.43,11.00,168.53,11.29,4,6,104,102,0,0,
-95896427#1,685.06,5.99,6.36,0.82,0.82,0.38,0.00,50.53,12.78,5,4,103,104,0,0,
-95896427#4,1303.41,9.91,10.45,0.94,0.94,0.45,0.00,88.35,12.59,7,4,118,121,0,0,
-95896427#5,482.89,3.65,4.03,0.91,0.91,0.41,0.00,15.18,13.27,1,2,119,118,0,0,
-95896427#6,1070.84,8.28,8.65,0.90,0.90,0.43,0.00,49.83,13.08,5,5,119,119,0,0,
-95896427#7,184.84,1.11,1.50,1.22,1.22,0.46,0.00,16.09,12.51,5,6,120,119,0,0,
-95896427#8,1250.33,9.51,9.88,1.04,1.04,0.49,0.00,192.95,11.58,9,7,118,120,0,0,
-95896493#0,26.71,5.47,6.39,0.18,0.18,0.08,3.00,18.65,2.91,3,0,2,5,0,0,
-95896493#1,23.67,11.62,12.37,0.02,0.02,0.01,0.00,7.51,9.52,2,0,0,2,0,0,
-95896933,240.70,5.85,6.55,0.52,0.52,0.23,0.00,26.08,7.24,1,4,36,33,0,0,
-95896934,577.72,18.08,18.82,0.38,0.38,0.18,0.00,52.11,7.60,8,2,23,29,0,0,
-95896936,3.34,0.76,1.14,0.03,0.03,0.01,0.00,0.43,12.89,0,3,3,0,0,0,
-95896938#0,92.03,3.42,4.16,0.30,0.30,0.13,0.00,34.47,7.89,5,9,18,14,0,0,
-95896938#1,149.27,6.08,6.66,0.23,0.23,0.10,0.00,37.43,9.72,4,10,19,13,0,0,
-95896939,103.74,16.91,17.49,0.06,0.06,0.03,0.00,1.51,8.60,0,6,6,0,0,0,
-95896942,155.80,3.19,3.93,0.71,0.71,0.30,0.00,33.34,6.32,6,5,35,36,0,0,
-95896943,51.80,12.49,13.14,0.05,0.05,0.02,0.00,2.49,7.57,0,4,4,0,0,0,
-95896945,345.31,9.53,10.26,0.45,0.45,0.21,1.00,34.72,7.34,3,7,31,27,0,0,
-95896946#0,66.89,12.89,13.67,0.07,0.07,0.03,0.00,10.41,7.00,2,0,3,5,0,0,
-95896946#1,5.39,,2.32,0.34,0.34,0.04,0.00,3.61,2.78,3,0,0,3,0,0,
-95896947#0,167.89,3.89,4.65,0.56,0.56,0.24,0.00,23.12,6.90,3,6,34,31,0,0,
-95896947#1,638.26,10.75,11.48,0.72,0.72,0.34,0.00,61.45,7.50,6,6,50,50,0,0,
-95896947#2,492.38,4.95,5.65,1.28,1.28,0.57,3.00,74.96,7.06,6,3,82,85,0,0,
-95896947#4,787.33,5.59,6.33,1.82,1.82,0.82,9.00,124.80,6.99,5,2,120,123,0,0,
-95896947#5,779.46,5.59,6.28,1.77,1.77,0.79,0.00,107.45,7.18,8,1,117,124,0,0,
-95896947#6,489.14,2.01,2.73,3.62,3.62,1.35,7.00,116.19,6.33,2,3,178,177,0,0,
-95896947#7,810.98,3.76,4.44,2.56,2.56,1.09,0.00,66.04,7.62,7,6,177,178,0,0,
-95896947#8,1105.61,3.99,4.73,3.75,3.75,1.59,8.00,209.85,6.72,2,3,232,231,0,0,
-95896947#9,649.48,1.74,2.56,6.38,6.38,2.16,5.00,176.76,5.57,8,3,249,254,0,0,
-95896948#0,16.87,5.40,5.75,0.02,0.02,0.01,0.00,0.21,14.03,0,3,3,0,0,0,
-95896948#1,22.94,2.21,2.57,0.07,0.07,0.03,0.00,0.46,13.89,0,6,9,3,0,0,
-95896948#2,12.56,0.53,0.89,0.16,0.16,0.05,0.00,0.32,13.73,0,6,15,9,0,0,
-95896949#0,14.13,3.14,3.83,0.06,0.06,0.02,0.00,0.96,7.30,0,4,4,0,0,0,
-95896949#1,437.17,13.60,14.31,0.39,0.39,0.19,0.00,41.50,7.53,9,4,22,27,0,0,
-95896950,0.00,,,,,,,,,0,0,0,0,0,0,
-95896951,339.18,4.79,5.55,0.96,0.96,0.42,0.00,53.61,6.70,4,6,58,56,0,0,
-95896952,221.04,9.42,10.17,0.29,0.29,0.13,0.00,22.54,7.39,3,2,19,20,0,0,
-95896953,513.71,3.28,4.00,2.10,2.10,0.86,0.00,208.64,6.81,3,1,126,128,0,0,
-95897162,0.00,,,,,,,,,0,0,0,0,0,0,
-95897165,12.28,5.83,6.20,0.02,0.02,0.01,0.00,1.32,12.10,0,2,2,0,0,0,
-95897168#0,6.70,0.49,0.86,0.09,0.09,0.03,0.00,0.14,13.50,0,9,9,0,0,0,
-95897168#1,21.81,0.69,1.06,0.21,0.21,0.07,0.00,0.65,13.65,0,12,21,9,0,0,
-95897168#2,126.10,4.69,5.05,0.18,0.18,0.08,0.00,2.48,13.74,0,4,25,21,0,0,
-95897168#3,290.99,5.27,5.72,0.48,0.48,0.22,0.00,67.10,10.47,0,6,51,45,0,0,
-95897169#0,496.90,2.77,3.59,1.97,1.97,0.81,0.00,140.55,7.79,2,6,137,133,0,0,
-95897169#2,255.79,2.17,2.57,0.95,0.95,0.40,0.00,45.26,11.41,7,5,94,96,0,0,
-95897169#3,214.65,1.78,2.28,1.37,1.37,0.51,0.00,83.18,8.43,5,8,91,88,0,0,
-95897169#4,27.87,1.12,1.77,0.34,0.34,0.11,0.00,13.71,7.09,3,0,14,17,0,0,
-95897169#5,52.60,3.57,4.18,0.23,0.23,0.10,0.00,29.74,6.07,7,0,7,14,0,0,
-95897171#0,44.32,5.33,5.71,0.06,0.06,0.03,0.00,6.91,11.73,0,8,8,0,0,0,
-95897171#1,8.44,,2.28,1.92,1.92,0.08,0.00,6.01,2.37,4,0,0,4,0,0,
-95897174#0,1222.88,7.82,8.45,1.33,1.33,0.61,0.00,244.78,10.51,4,5,141,140,0,0,
-95897174#1,40.64,3.78,4.24,0.11,0.11,0.05,0.00,13.52,8.88,3,0,7,10,0,0,
-95897174#2,72.82,36.46,36.83,0.02,0.02,0.01,0.00,6.50,12.08,2,0,0,2,0,0,
-95897178,41.16,6.50,6.87,0.05,0.05,0.02,0.00,6.03,11.87,0,6,6,0,0,0,
-95897179,115.91,9.21,9.87,0.12,0.12,0.05,0.00,26.34,9.69,3,5,9,7,0,0,
-95897180#0,23.50,4.33,4.70,0.04,0.04,0.02,0.00,0.68,13.28,0,5,5,0,0,0,
-95897180#1,52.69,2.13,2.66,0.23,0.23,0.09,0.00,12.97,9.78,0,9,20,11,0,0,
-95897181,15.69,3.75,4.37,0.05,0.05,0.02,0.00,0.55,8.09,0,4,4,0,0,0,
-96778122,24.63,11.59,12.32,0.03,0.03,0.01,0.00,1.49,6.71,0,2,2,0,0,0,
-96778123,29.39,9.26,9.84,0.03,0.03,0.02,0.00,0.13,8.60,0,3,3,0,0,0,
101087991#0,17.64,3.64,4.20,0.13,0.13,0.06,0.00,8.90,4.04,6,0,0,6,0,0,
101087991#1,15.48,4.80,5.16,0.03,0.03,0.01,0.00,4.05,10.39,0,3,3,0,0,0,
101087993#0,27.54,0.61,1.28,0.62,0.62,0.14,0.00,10.88,7.10,0,5,23,18,0,0,
101087993#1,176.62,12.95,13.61,0.10,0.10,0.05,0.00,21.50,11.95,0,3,13,10,0,0,
101088002,47.43,7.58,7.96,0.05,0.05,0.02,0.00,6.52,11.58,0,6,6,0,0,0,
101334760,65.43,4.05,4.40,0.11,0.05,0.02,0.00,7.03,13.62,0,6,15,9,0,0,
101334762#0,62.87,3.75,4.17,0.17,0.08,0.04,0.00,21.09,9.35,7,0,9,16,0,0,
101334762#1,56.25,2.49,3.05,0.22,0.11,0.05,0.00,14.00,9.26,3,0,16,19,0,0,
103736814#0,29.09,7.50,8.17,0.06,0.06,0.03,0.00,8.75,5.68,4,0,0,4,0,0,
103736814#1,66.57,1.82,2.61,0.52,0.52,0.19,0.00,15.37,6.41,1,5,25,21,0,0,
103736814#2,46.33,1.08,1.98,0.69,0.69,0.20,0.00,11.22,5.62,5,5,21,21,0,0,
105412946#0,409.59,1.36,1.81,2.86,2.86,1.05,0.00,112.29,9.94,10,3,219,226,0,0,
105412946#1,867.38,3.36,3.74,1.93,1.93,0.86,0.00,90.04,12.28,7,5,226,228,0,0,
105412946#10,596.42,1.75,2.13,2.41,2.41,0.99,0.00,37.56,12.89,7,8,275,274,0,0,
105412946#11,1869.18,6.16,6.53,2.13,2.13,1.00,0.00,105.04,12.98,13,3,274,284,0,0,
105412946#12,1852.00,5.93,6.44,2.25,2.25,1.05,0.00,138.44,12.42,4,3,284,285,0,0,
105412946#13,571.49,1.53,1.98,3.18,3.18,1.22,0.00,108.61,10.78,6,5,284,285,0,0,
105412946#14,10427.06,30.11,30.96,3.92,3.92,1.92,3123.00,4364.72,7.97,6,5,331,332,0,0,
105412946#2,2758.02,11.30,11.70,1.68,1.68,0.81,0.00,108.78,13.17,8,0,228,236,0,0,
105412946#3,484.90,1.39,1.79,2.66,2.66,1.03,0.00,58.94,12.08,6,5,267,268,0,0,
105412946#4,1244.04,4.17,4.55,2.09,2.09,0.96,0.00,71.23,12.99,6,2,268,272,0,0,
105412946#5,416.05,1.14,1.51,2.55,2.55,0.96,0.00,20.65,13.09,4,5,272,271,0,0,
105412946#6,530.78,1.56,1.94,2.38,2.38,0.96,0.00,28.04,13.04,4,5,271,270,0,0,
105412946#7,248.41,0.53,0.91,3.31,3.31,0.96,0.00,14.32,12.95,4,1,270,273,0,0,
105412946#8,1272.62,4.23,4.60,2.09,2.09,0.96,0.00,58.61,13.12,4,2,273,275,0,0,
105412946#9,417.73,1.13,1.51,2.55,2.55,0.96,0.00,17.68,13.16,2,2,275,275,0,0,
107644000,10032.42,33.76,34.13,2.04,2.04,1.01,0.00,398.33,13.26,4,7,290,287,0,0,
107644001#0,1130.29,3.88,4.25,2.02,2.02,0.92,0.00,55.59,13.13,1,2,265,264,0,0,
107644001#1,238.48,0.52,0.90,3.18,3.18,0.93,0.00,11.72,13.13,3,8,264,259,0,0,
107850850,84.65,14.14,14.86,0.08,0.08,0.04,0.00,15.98,6.81,6,0,0,6,0,0,
107852175#0,792.76,6.34,7.06,1.58,1.58,0.71,3.00,114.84,7.18,5,4,108,109,0,0,
107852175#1,827.72,8.89,9.58,1.12,1.12,0.52,0.00,85.65,7.56,6,8,81,79,0,0,
107852175#2,409.77,4.44,5.06,1.07,1.07,0.47,0.00,28.73,7.84,5,6,77,76,0,0,
107852175#3,656.31,7.48,8.15,1.06,1.06,0.49,0.00,69.80,7.55,5,4,76,77,0,0,
107852175#4,697.05,8.18,8.86,1.01,1.01,0.47,0.00,65.90,7.63,1,8,78,71,0,0,
107852175#5,530.85,6.20,7.06,1.09,1.09,0.49,4.00,73.27,6.99,5,6,71,70,0,0,
110931470#0,73.14,7.94,8.13,0.04,0.02,0.01,0.00,18.10,21.49,0,4,9,5,0,0,
110931470#1,50.74,10.01,10.18,0.02,0.01,0.00,0.00,1.09,28.65,0,3,5,2,0,0,
110931470#2,34.40,17.02,17.20,0.01,0.00,0.00,0.00,0.80,27.85,0,2,2,0,0,0,
115782321,52.15,5.31,5.95,0.11,0.11,0.05,0.00,1.48,7.97,0,9,9,0,0,0,
115782323#0,121.69,5.87,6.56,0.26,0.26,0.12,0.00,13.65,7.21,2,5,17,14,0,0,
115782323#1,28.74,3.31,3.91,0.10,0.10,0.04,0.00,1.22,8.10,0,8,8,0,0,0,
115782327#1,61.76,10.00,10.35,0.04,0.04,0.02,0.00,2.52,13.76,0,6,6,0,0,0,
115782334#0,13.50,4.15,4.72,0.10,0.10,0.04,0.00,6.88,3.79,4,0,0,4,0,0,
115782334#1,110.79,0.87,1.77,2.08,2.08,0.51,0.00,20.08,5.55,4,3,61,62,0,0,
115782334#2,2.95,2.84,3.46,0.01,0.01,0.01,0.00,0.21,7.98,0,1,1,0,0,0,
115782335#0,347.79,18.69,19.38,0.22,0.22,0.10,0.00,16.08,7.80,0,3,18,15,0,0,
115782335#1,77.81,12.59,13.24,0.07,0.07,0.03,0.00,2.85,7.85,0,6,6,0,0,0,
115782338,17.00,8.14,8.58,0.02,0.02,0.01,0.00,1.53,11.15,0,2,2,0,0,0,
1194894,153.12,0.91,1.35,1.33,0.66,0.23,0.00,25.90,11.47,2,2,116,116,13,13,
128405696,73.74,6.07,6.79,0.26,0.26,0.12,1.00,45.83,4.55,13,0,0,13,0,0,
129146502#0,518.97,7.80,8.53,0.81,0.81,0.37,2.00,54.75,7.38,0,7,61,54,0,0,
129146502#2,549.80,13.35,14.12,0.48,0.48,0.23,0.00,38.71,7.65,0,4,39,35,0,0,
129146502#3,153.57,11.13,11.86,0.16,0.16,0.08,0.00,10.07,7.67,0,3,13,10,0,0,
129146502#4,6.18,0.63,1.25,0.11,0.11,0.03,0.00,0.13,7.91,0,5,5,0,0,0,
129146504,254.23,1.66,2.24,1.40,1.40,0.54,0.00,62.75,9.63,4,10,111,105,0,0,
131654692,75.09,9.02,9.65,0.10,0.10,0.04,0.00,4.07,7.95,0,8,8,0,0,0,
131654693#0,18.14,6.41,7.10,0.06,0.06,0.03,0.00,7.88,4.84,3,0,0,3,0,0,
131654693#1,133.71,7.88,8.53,0.21,0.21,0.10,0.00,16.51,7.24,4,0,12,16,0,0,
131654693#2,85.57,3.42,4.12,0.39,0.39,0.16,0.00,21.59,6.12,6,0,16,22,0,0,
131654694#0,103.44,5.46,6.16,0.22,0.22,0.10,0.00,6.72,7.66,0,4,17,13,0,0,
131654694#1,35.59,6.65,7.29,0.06,0.06,0.03,0.00,1.10,7.91,0,5,5,0,0,0,
131654695#0,4.15,4.57,5.17,0.02,0.02,0.01,0.00,1.46,5.00,1,0,0,1,0,0,
131654695#2,654.70,10.08,10.78,0.80,0.80,0.37,0.00,68.38,7.40,4,0,57,61,0,0,
131654695#4,528.88,5.90,6.63,1.15,1.15,0.52,3.00,83.06,7.04,2,0,78,80,0,0,
131654696#0,86.81,10.85,11.64,0.11,0.11,0.05,0.00,17.40,6.47,8,0,0,8,0,0,
131654696#1,141.36,9.70,10.42,0.20,0.20,0.09,0.00,26.15,6.76,6,0,8,14,0,0,
131654696#2,75.64,1.35,2.06,0.68,0.68,0.23,0.00,8.60,7.33,1,0,36,37,0,0,
131654696#3,113.36,2.12,2.95,0.83,0.83,0.31,0.00,23.64,5.90,2,0,37,39,0,0,
131654719#0,31.43,10.40,11.35,0.05,0.05,0.02,0.00,9.52,5.81,3,0,0,3,0,0,
131654719#1,30.01,3.40,4.18,0.23,0.23,0.10,0.00,13.20,4.00,6,0,3,9,0,0,
131654720,113.04,14.23,14.86,0.10,0.10,0.05,0.00,20.59,6.95,8,0,0,8,0,0,
131654742#0,1123.45,7.49,7.87,1.21,1.21,0.56,0.00,201.83,11.40,3,4,140,139,0,0,
131654742#1,255.69,1.40,1.82,1.31,1.31,0.51,0.00,19.61,12.45,2,4,139,137,0,0,
131654742#4,263.70,1.51,2.09,1.57,1.57,0.59,0.00,44.07,9.69,7,6,121,122,0,0,
131654742#5,4133.26,81.96,82.71,0.35,0.35,0.17,0.00,176.39,13.17,6,3,44,47,0,0,
131654787#0,826.45,6.95,7.53,0.93,0.93,0.43,0.00,130.65,11.39,5,7,105,103,0,0,
131654787#1,812.62,11.16,11.63,0.50,0.50,0.24,0.00,46.02,13.23,3,2,67,68,0,0,
131654813,236.09,0.55,1.34,6.54,6.54,1.29,0.00,61.00,6.20,6,2,174,178,0,0,
131654844,683.56,5.44,6.12,1.06,1.06,0.49,8.00,172.53,10.37,3,4,109,108,0,0,
131655247#0,2259.04,1.62,2.15,14.22,7.11,2.68,50.00,740.68,9.04,5,7,1048,1046,24,24,
131655426#0,1861.54,2.16,2.59,8.26,8.26,3.28,0.00,533.39,9.83,2,3,716,715,0,0,
131655426#10,3251.44,4.24,4.65,5.39,5.39,2.46,0.00,187.92,12.86,3,3,696,696,0,0,
131655426#12,4039.57,5.21,5.59,5.50,5.50,2.55,0.00,273.59,12.83,5,7,718,716,0,0,
131655426#2,4210.15,5.47,5.85,5.48,5.48,2.55,0.00,301.50,12.79,5,5,715,715,0,0,
131655426#4,2930.42,3.70,4.07,5.46,5.46,2.48,0.00,123.88,13.19,5,9,715,711,0,0,
