_id,_sampledSeconds,_traveltime,_overlapTraveltime,_density,_laneDensity,_occupancy,_waitingTime,_timeLoss,_speed,_departed,_arrived,_entered,_left,_laneChangedFrom,_laneChangedTo,_vaporized
803436833#6,506.18,2.00,2.37,1.75,1.75,0.73,0.00,20.21,13.23,1,5,213,209,0,0,
803436833#8,985.45,4.24,4.62,1.61,1.61,0.74,0.00,44.84,13.16,5,5,209,209,0,0,
803436833#9,344.76,1.26,1.64,1.89,1.89,0.73,0.00,15.61,13.16,2,5,209,206,0,0,
808865749#0,175.54,2.43,2.81,0.51,0.51,0.22,0.00,10.48,12.92,3,2,60,61,0,0,
808865749#1,144.77,1.72,2.13,0.70,0.70,0.29,0.00,26.57,11.18,9,1,61,69,0,0,
808865749#2,2462.78,32.94,33.31,0.51,0.51,0.25,0.00,87.52,13.20,5,4,69,70,0,0,
808865749#3,175.99,1.96,2.35,0.70,0.70,0.29,0.00,23.43,11.91,6,3,70,73,0,0,
808865749#4,991.42,12.85,13.23,0.53,0.53,0.26,0.00,38.70,13.13,2,5,73,70,0,0,
808865749#5,2547.51,33.75,34.95,1.03,1.03,0.50,1053.00,1297.77,6.59,3,7,70,66,0,0,
81139324#0,494.58,5.97,6.67,1.06,1.06,0.47,0.00,74.68,7.10,7,3,68,72,0,0,
81139324#1,818.81,8.07,8.75,1.21,1.21,0.56,0.00,72.14,7.59,6,3,88,91,0,0,
81139324#2,956.09,9.59,10.40,1.19,1.19,0.55,0.00,74.35,7.50,1,2,91,90,0,0,
81139324#3,45.99,2.60,3.37,0.24,0.24,0.09,0.00,8.12,6.65,0,2,14,12,0,0,
8232907,358.63,1.63,2.03,1.80,1.80,0.71,0.00,63.97,11.34,2,5,175,172,0,0,
841021867,21.72,10.66,11.05,0.01,0.01,0.01,0.00,2.59,12.55,0,2,2,0,0,0,
857807375#0,63.35,1.10,1.94,0.81,0.81,0.26,0.00,13.40,6.23,4,8,32,28,0,0,
857807375#2,1198.91,40.32,41.44,0.88,0.88,0.43,663.00,759.37,3.09,1,5,28,24,0,0,
863554051,0.00,,,,,,,,,0,0,0,0,0,0,
881599809#0,8.38,0.24,0.92,0.45,0.45,0.06,0.00,0.83,7.25,0,3,10,7,0,0,
881599809#1,40.44,5.37,5.98,0.09,0.09,0.04,0.00,1.14,7.82,0,7,7,0,0,0,
881599810#0,0.00,,,,,,,,,0,0,0,0,0,0,
881599810#1,0.00,,,,,,,,,0,0,0,0,0,0,
884752593,0.00,,,,,,,,,0,0,0,0,0,0,
884752595#0,0.00,,,,,,,,,0,0,0,0,0,0,
884752595#1,0.00,,,,,,,,,0,0,0,0,0,0,
884752599#1,0.00,,,,,,,,,0,0,0,0,0,0,
896791628,0.00,,,,,,,,,0,0,0,0,0,0,
896862869#1,73.93,4.45,5.22,0.22,0.22,0.10,0.00,11.72,6.76,2,7,13,8,0,0,
896862869#2,20.95,0.39,1.86,0.81,0.81,0.15,0.00,10.37,3.95,7,6,8,9,0,0,
896862870,333.65,1.53,2.43,3.61,3.61,1.18,8.00,109.79,5.52,3,8,137,132,0,0,
896868665#1,2087.00,5.76,6.40,2.69,2.69,1.23,76.00,311.59,11.82,1,2,325,324,0,0,
896868665#10,1154.32,5.86,6.23,1.37,1.37,0.64,0.00,66.21,13.12,11,5,175,181,0,0,
896868665#11,969.86,4.64,5.23,1.52,1.52,0.69,0.00,106.28,12.07,5,5,181,181,0,0,
896868665#2,5196.42,15.03,15.86,22.43,22.43,10.72,3666.00,4580.22,1.64,6,4,324,326,0,0,
896868665#4,1982.66,5.54,5.94,2.57,2.57,1.19,0.00,175.87,12.66,3,3,331,331,0,0,
896868665#5,1176.27,2.75,3.50,3.99,3.99,1.67,5.00,324.34,9.08,6,2,331,335,0,0,
896868665#7,1038.64,5.22,5.60,1.44,1.44,0.67,0.00,99.04,12.57,7,8,179,178,0,0,
896868666#0,308.28,0.87,1.70,5.77,5.77,1.45,6.00,76.91,5.80,7,1,178,184,0,0,
896868666#1,177.18,1.67,2.28,1.21,1.21,0.44,0.00,6.41,8.03,0,3,78,75,0,0,
896868666#2,814.29,10.16,10.86,0.94,0.94,0.44,0.00,62.10,7.70,0,5,75,70,0,0,
896868666#3,332.69,4.79,5.47,0.86,0.86,0.38,0.00,36.03,7.37,0,7,61,54,0,0,
896868666#4,293.23,5.54,6.26,0.65,0.65,0.29,2.00,30.87,7.32,0,4,47,43,0,0,
896868667,135.50,0.12,0.50,7.56,7.56,0.93,0.00,6.76,13.20,1,2,269,268,0,0,
900413569,247.20,3.83,4.56,0.85,0.85,0.36,0.00,42.01,6.89,4,6,51,49,0,0,
900736448,0.00,,,,,,,,,0,0,0,0,0,0,
901296704,6.67,,2.41,0.27,0.27,0.05,0.00,4.32,3.00,4,0,0,4,0,0,
95739196,65.62,16.15,16.77,0.05,0.05,0.02,0.00,0.79,8.19,0,4,4,0,0,0,
95739200,30.33,9.79,10.43,0.04,0.04,0.02,0.00,0.90,7.71,0,3,3,0,0,0,
95739201,0.00,,,,,,,,,0,0,0,0,0,0,
95739204#0,0.00,,,,,,,,,0,0,0,0,0,0,
95739204#1,0.00,,,,,,,,,0,0,0,0,0,0,
95739204#2,0.00,,,,,,,,,0,0,0,0,0,0,
95739206,48.20,15.68,16.34,0.04,0.04,0.02,0.00,1.86,7.67,0,3,3,0,0,0,
95739208,0.00,,,,,,,,,0,0,0,0,0,0,
95739209#0,3.63,,2.65,0.14,0.14,0.03,0.00,2.42,2.76,2,0,0,2,0,0,
95739209#1,69.47,9.73,10.52,0.11,0.11,0.05,0.00,18.55,6.09,5,0,2,7,0,0,
95739209#2,13.93,3.08,3.72,0.05,0.05,0.02,0.00,1.01,7.55,0,4,4,0,0,0,
95739210,233.62,13.93,14.73,0.20,0.20,0.09,0.00,19.00,7.60,3,0,13,16,0,0,
95739212,285.75,17.15,17.99,0.20,0.20,0.10,0.00,24.30,7.41,3,0,13,16,0,0,
95739213#0,37.82,5.81,6.58,0.15,0.15,0.07,0.00,15.51,4.33,7,0,0,7,0,0,
95739213#1,14.61,2.64,3.34,0.07,0.07,0.03,0.00,1.38,7.21,0,5,5,0,0,0,
95739215#0,0.00,,,,,,,,,0,0,0,0,0,0,
95739215#1,0.00,,,,,,,,,0,0,0,0,0,0,
95739215#2,0.00,,,,,,,,,0,0,0,0,0,0,
95739216,0.00,,,,,,,,,0,0,0,0,0,0,
95739219,0.00,,,,,,,,,0,0,0,0,0,0,
95744295#0,1528.99,3.68,4.18,3.06,3.06,1.37,0.00,125.68,12.06,4,3,362,363,0,0,
95744295#1,457.18,1.38,1.77,2.40,2.40,0.94,0.00,37.93,12.58,7,7,253,253,0,0,
95744295#2,1469.17,5.39,5.77,1.88,1.88,0.88,0.00,57.71,13.19,2,2,253,253,0,0,
95744295#3,1941.59,7.08,7.45,1.90,1.90,0.90,0.00,80.65,13.17,8,3,253,258,0,0,
95744295#4,2022.34,6.84,7.73,2.27,2.27,1.05,0.00,293.96,11.12,4,8,258,254,0,0,
95744295#5,112.06,13.74,14.10,0.05,0.05,0.03,0.00,1.90,13.84,0,8,8,0,0,0,
95744298#0,6.06,6.53,7.10,0.02,0.02,0.01,0.00,2.73,4.89,1,0,0,1,0,0,
95744298#1,302.06,4.55,5.16,0.76,0.76,0.33,0.00,17.13,7.99,3,5,56,54,0,0,
95744298#3,613.42,6.43,7.14,1.23,1.23,0.56,4.00,93.14,7.06,10,3,77,84,0,0,
95744301#0,18.81,3.93,4.48,0.14,0.14,0.06,0.00,10.24,3.80,6,0,0,6,0,0,
95744301#1,71.69,7.40,8.23,0.14,0.14,0.06,0.00,14.52,6.47,3,0,6,9,0,0,
95744303,240.02,3.27,3.99,1.05,1.05,0.43,0.00,50.95,6.49,4,2,57,59,0,0,
95744305#0,137.05,9.18,9.97,0.19,0.19,0.09,0.00,17.53,6.97,3,5,11,9,0,0,
95744305#1,9.70,2.82,3.50,0.04,0.04,0.02,0.00,1.09,7.23,0,3,3,0,0,0,
95744306,63.43,7.23,7.98,0.15,0.15,0.07,0.00,18.63,5.49,9,0,0,9,0,0,
95744310,71.62,23.75,24.59,0.04,0.04,0.02,0.00,8.35,7.14,3,0,0,3,0,0,
95744311,64.55,21.47,22.19,0.04,0.04,0.02,0.00,9.61,7.57,3,0,0,3,0,0,
95744315#0,174.43,34.83,35.55,0.06,0.06,0.03,0.00,19.73,7.67,5,0,0,5,0,0,
95744315#1,108.57,4.99,5.67,0.32,0.32,0.14,0.00,24.56,6.35,6,0,14,20,0,0,
95744315#3,1070.61,8.74,9.44,1.49,1.49,0.70,0.00,111.68,7.43,7,7,107,107,0,0,
95744315#4,701.88,5.65,6.35,1.59,1.59,0.71,0.00,100.41,7.12,4,2,107,109,0,0,
95744315#5,764.07,5.31,6.20,2.09,2.09,0.92,44.00,196.54,6.17,6,2,118,122,0,0,
95799591#0,16.37,4.18,4.67,0.12,0.12,0.05,0.00,8.86,3.64,5,0,0,5,0,0,
95799591#1,1.77,0.07,0.70,0.28,0.28,0.01,0.00,0.14,7.97,0,4,4,0,0,0,
95799596,52.04,3.41,4.14,0.19,0.19,0.08,0.00,5.63,7.27,0,4,13,9,0,0,
95799600#0,1421.55,4.11,4.49,3.09,3.09,1.36,0.00,348.19,10.43,4,2,313,315,0,0,
95799600#1,802.90,2.15,2.53,2.58,2.58,1.10,0.00,36.26,13.16,3,5,315,313,0,0,
95799600#10,5656.43,13.03,14.04,36.97,36.97,17.17,4028.00,5047.53,1.35,1,6,403,398,0,0,
95799600#2,254.71,0.38,0.77,4.75,4.75,1.17,0.00,17.54,12.87,2,3,331,330,0,0,
95799600#3,316.56,0.58,0.95,3.79,3.79,1.15,0.00,14.17,13.21,2,4,331,329,0,0,
95799600#4,230.96,0.30,0.70,5.33,5.33,1.19,0.00,16.83,12.82,6,6,329,329,0,0,
95799600#5,2879.89,8.15,8.53,2.39,2.39,1.14,0.00,80.41,13.42,4,3,334,335,0,0,
95799600#7,3522.31,8.75,9.13,2.78,2.78,1.33,0.00,160.67,13.15,5,2,381,384,0,0,
95799600#8,1257.20,2.47,3.11,4.12,4.12,1.68,93.00,297.19,10.52,4,4,401,401,0,0,
95799600#9,1523.39,2.53,3.74,11.23,11.23,4.45,534.00,1010.38,4.64,10,8,401,403,0,0,
95799604#0,68.10,2.99,3.63,0.28,0.28,0.11,0.00,5.63,7.50,0,4,19,15,0,0,
95799604#1,370.25,24.02,24.72,0.18,0.18,0.09,0.00,23.23,7.75,0,2,15,13,0,0,
95799604#2,67.19,21.99,22.56,0.03,0.03,0.02,0.00,1.55,8.60,0,3,3,0,0,0,
95799609,57.03,9.15,9.52,0.05,0.05,0.02,0.00,7.03,12.12,0,6,6,0,0,0,
95799611#0,55.51,18.09,18.73,0.04,0.04,0.02,0.00,2.04,7.67,0,3,3,0,0,0,
95799616,90.01,8.60,9.23,0.12,0.12,0.06,0.00,3.38,7.95,0,10,10,0,0,0,
95801159,111.01,7.14,7.98,0.20,0.20,0.09,2.00,19.05,6.94,1,0,13,14,0,0,
95801160#0,49.71,7.39,8.02,0.11,0.11,0.05,0.00,15.98,5.54,7,0,0,7,0,0,
95801160#1,60.83,7.25,7.87,0.10,0.10,0.04,0.00,2.44,8.02,0,8,8,0,0,0,
95801161#0,0.00,,,,,,,,,0,0,0,0,0,0,
95801161#1,235.98,10.04,10.77,0.28,0.28,0.13,0.00,17.93,7.63,0,3,22,19,0,0,
95801166,94.77,31.56,32.25,0.03,0.03,0.02,0.00,8.28,7.79,3,0,0,3,0,0,
95801167#0,147.13,3.50,4.13,0.49,0.49,0.21,0.00,5.16,7.86,0,5,36,31,0,0,
95801167#2,416.78,12.81,13.49,0.38,0.38,0.18,0.00,25.14,7.70,0,6,31,25,0,0,
95801171,14.11,3.19,3.82,0.05,0.05,0.02,0.00,1.17,7.67,0,4,4,0,0,0,
95801173#0,66.53,8.53,9.20,0.13,0.13,0.06,0.00,20.20,5.75,8,0,0,8,0,0,
95801173#1,64.01,3.11,3.93,0.36,0.36,0.15,0.00,19.30,5.34,7,0,11,18,0,0,
95801173#2,9.21,1.50,2.16,0.08,0.08,0.03,0.00,1.16,7.25,0,5,5,0,0,0,
95801178#0,773.06,6.52,7.23,1.57,1.57,0.71,3.00,126.32,6.89,9,4,99,104,0,0,
95801178#1,2446.14,31.15,31.86,0.92,0.92,0.45,0.00,146.60,7.74,6,7,71,70,0,0,
95801179#0,132.20,8.86,9.52,0.18,0.18,0.08,0.00,9.75,7.60,0,6,14,8,0,0,
95801179#2,157.90,25.94,26.54,0.07,0.07,0.03,0.00,4.01,8.32,0,6,6,0,0,0,
95801182,0.00,,,,,,,,,0,0,0,0,0,0,
95801189#0,207.92,5.54,6.25,0.49,0.49,0.22,0.00,28.69,7.03,3,9,31,25,0,0,
95801189#1,2786.55,79.10,79.85,0.42,0.42,0.21,0.00,159.58,7.62,10,4,25,31,0,0,
95802366#0,6.27,3.02,3.87,0.09,0.09,0.03,0.00,3.56,2.86,3,0,0,3,0,0,
95802366#1,24.31,2.98,3.61,0.10,0.10,0.04,0.00,2.13,7.53,0,7,7,0,0,0,
95802369,20.92,0.03,1.25,9.51,9.51,0.19,0.00,7.45,4.17,6,0,11,17,0,0,
95803326,89.27,29.79,30.43,0.04,0.04,0.02,0.00,9.35,7.59,3,0,0,3,0,0,
95803335#0,23.32,23.24,23.98,0.01,0.01,0.01,0.00,3.24,7.76,1,0,0,1,0,0,
95803335#1,56.26,7.66,8.36,0.10,0.10,0.05,0.00,11.06,6.76,3,0,4,7,0,0,
95807610#0,215.40,3.55,4.17,0.73,0.73,0.31,0.00,17.17,7.64,2,3,50,49,0,0,
95807610#1,101.44,1.37,2.01,0.88,0.88,0.31,0.00,7.40,7.68,3,5,49,47,0,0,
95807610#2,216.45,3.69,4.32,0.70,0.70,0.30,0.00,15.64,7.71,4,4,47,47,0,0,
95807610#4,611.01,10.58,11.41,0.69,0.69,0.32,0.00,44.15,7.51,7,2,47,52,0,0,
95807610#5,4.11,0.27,0.89,0.19,0.19,0.03,0.00,0.25,7.82,0,6,6,0,0,0,
95807612#0,9.89,3.13,3.67,0.15,0.15,0.05,0.00,7.77,3.01,5,0,0,5,0,0,
95807612#1,112.75,11.97,12.80,0.10,0.10,0.05,0.00,40.22,8.47,4,0,5,9,0,0,
95807613,55.16,8.81,9.19,0.05,0.05,0.02,0.00,8.68,11.00,0,6,6,0,0,0,
95807614,35.01,8.79,9.50,0.05,0.05,0.03,0.00,18.32,6.82,4,0,0,4,0,0,
95807619#0,1413.01,1.76,2.16,6.20,6.20,2.50,0.00,187.36,11.89,8,6,647,649,0,0,
95807619#1,1850.00,2.45,2.83,5.27,5.27,2.28,0.00,100.61,13.05,3,4,652,651,0,0,
95807619#10,3689.30,7.38,7.75,3.41,3.41,1.62,0.00,131.77,13.31,5,2,471,474,0,0,
95807619#11,2329.17,4.47,4.89,3.63,3.63,1.67,0.00,136.23,12.98,3,6,474,471,0,0,
95807619#12,1965.40,3.54,3.97,3.97,3.97,1.78,5.00,175.08,12.59,6,9,490,487,0,0,
95807619#13,11525.12,22.49,23.43,23.22,23.22,11.28,7629.00,9551.81,2.14,6,7,487,486,0,0,
95807619#2,1904.37,2.53,2.91,5.17,5.17,2.25,0.00,79.19,13.23,4,8,651,647,0,0,
95807619#3,1038.43,1.21,1.59,5.97,5.97,2.28,0.00,54.87,13.06,7,4,647,650,0,0,
95807619#4,717.66,0.72,1.10,6.94,6.94,2.27,0.00,36.84,13.08,4,7,650,647,0,0,
95807619#5,3322.65,4.75,5.13,4.80,4.80,2.22,0.00,126.59,13.26,1,5,647,643,0,0,
95807619#6,1265.84,1.57,1.96,5.57,5.57,2.25,0.00,62.07,13.11,5,6,643,642,0,0,
95807619#7,2322.63,2.99,3.61,6.34,6.34,2.73,32.00,451.95,10.62,2,8,642,636,0,0,
95807619#8,542.93,0.02,0.85,142.86,142.86,4.79,107.00,242.27,6.10,2,3,636,635,0,0,
95807619#9,5745.23,11.60,11.97,3.41,3.41,1.65,0.00,241.79,13.22,4,9,476,471,0,0,
95807620#0,2695.59,2.91,3.34,9.69,9.69,3.98,1.00,924.69,9.06,8,4,800,804,0,0,
95807620#1,4531.01,5.20,5.60,6.23,6.23,2.89,2.00,352.41,12.70,6,4,804,806,0,0,
95807620#2,4404.14,5.19,5.56,5.83,5.83,2.72,0.00,180.76,13.23,8,1,784,791,0,0,
95807620#3,9555.83,11.67,12.05,5.63,5.63,2.73,0.00,406.11,13.21,2,6,791,787,0,0,
95807620#4,3612.91,4.17,4.56,6.07,6.07,2.78,0.00,213.44,12.95,5,5,787,787,0,0,
95807620#5,867.76,0.72,1.11,8.60,8.60,2.80,0.00,62.18,12.81,5,3,782,784,0,0,
95807620#7,4444.84,5.12,5.64,6.59,6.59,3.03,0.00,627.43,11.75,4,5,784,783,0,0,
95807621#0,1212.70,18.33,18.96,0.48,0.48,0.23,0.00,97.68,12.49,1,4,63,60,0,0,
95807621#1,190.87,4.36,5.06,0.39,0.39,0.17,0.00,40.40,9.73,2,5,36,33,0,0,
95807624,56.47,10.74,11.31,0.06,0.06,0.03,0.00,0.96,8.59,0,5,5,0,0,0,
95807625,226.58,7.94,8.73,0.23,0.23,0.11,0.00,34.69,10.87,1,2,25,24,0,0,
95807627,318.66,10.41,11.10,0.27,0.27,0.13,0.00,71.83,10.08,6,4,23,25,0,0,
95807628#0,491.66,1.95,2.44,2.82,2.82,1.06,0.00,186.61,8.57,5,0,198,203,0,0,
95807628#1,525.55,2.14,2.54,2.00,2.00,0.83,0.00,92.33,11.38,5,5,203,203,0,0,
95807628#2,468.91,1.89,2.27,1.77,1.77,0.74,0.00,34.58,12.79,4,3,203,204,0,0,
95807628#3,1009.08,4.53,4.91,1.52,1.52,0.70,0.00,32.20,13.35,2,6,204,200,0,0,
95807628#4,401.46,1.59,1.97,1.78,1.78,0.72,0.00,24.93,12.97,6,11,200,195,0,0,
95807628#5,623.19,2.75,3.13,1.58,1.58,0.69,0.00,33.76,13.10,5,6,195,194,0,0,
95807628#6,1878.60,8.99,9.36,1.43,1.43,0.69,0.00,71.24,13.31,7,6,194,195,0,0,
95807628#7,619.65,2.69,3.08,1.62,1.62,0.71,0.00,39.69,12.89,7,7,195,195,0,0,
95807628#8,1631.65,7.22,8.13,2.03,2.03,0.94,68.00,406.44,9.59,5,1,196,200,0,0,
95807629,94.97,5.70,6.34,0.16,0.16,0.07,0.00,28.33,9.11,0,5,15,10,0,0,
95807633#0,290.73,6.34,6.82,0.39,0.39,0.18,0.00,60.80,10.73,4,6,39,37,0,0,
95807633#1,197.57,5.79,6.46,0.29,0.29,0.14,0.00,44.45,10.22,5,5,26,26,0,0,
95807636#0,40.61,4.70,5.18,0.20,0.20,0.09,0.00,27.36,4.55,10,0,0,10,0,0,
95807636#1,66.83,3.26,3.66,0.20,0.20,0.09,0.00,21.94,9.54,5,0,14,19,0,0,
95807636#2,169.93,4.99,5.72,0.34,0.34,0.15,0.00,54.75,8.74,3,0,27,30,0,0,
95807637,54.00,10.33,10.95,0.06,0.06,0.03,0.00,3.86,7.98,0,5,5,0,0,0,
95807638,3849.66,18.18,18.99,2.57,2.57,1.24,69.00,382.41,7.42,7,4,196,199,0,0,
95807640#0,210.58,21.13,21.79,0.13,0.13,0.06,0.00,26.91,7.01,10,0,0,10,0,0,
95807640#2,76.58,1.79,2.44,0.55,0.55,0.21,0.00,9.06,7.19,4,5,29,28,0,0,
95807640#4,677.65,6.47,7.39,1.42,1.42,0.64,28.00,129.20,6.53,3,3,89,89,0,0,
95807641#0,142.22,3.52,4.07,0.43,0.43,0.19,0.00,47.27,8.59,7,5,29,31,0,0,
95807641#1,348.77,9.95,10.62,0.28,0.28,0.13,0.00,53.50,11.05,3,6,30,27,0,0,
95807646,107.01,26.57,27.70,0.07,0.07,0.03,15.00,33.44,5.42,4,0,0,4,0,0,
95807647#0,11.17,,3.52,0.23,0.23,0.07,0.00,7.26,2.69,6,0,0,6,0,0,
95807647#2,1062.61,26.90,28.01,0.57,0.57,0.28,170.00,251.39,6.19,1,4,37,34,0,0,
95807649#0,234.67,8.80,9.50,0.32,0.32,0.15,0.00,19.65,7.45,3,8,22,17,0,0,
95807649#1,519.85,23.02,23.88,0.28,0.28,0.14,4.00,50.20,7.32,5,8,17,14,0,0,
95895219#0,41.42,13.94,14.27,0.02,0.02,0.01,0.00,12.21,11.07,3,0,0,3,0,0,
95895219#1,27.20,3.85,4.27,0.09,0.09,0.04,0.00,12.89,7.64,4,0,3,7,0,0,
95895219#10,94.03,2.88,3.24,0.22,0.22,0.10,0.00,2.16,13.80,0,0,29,29,0,0,
95895219#11,68.77,1.57,2.01,0.40,0.40,0.16,0.00,18.66,10.25,7,0,29,36,0,0,
95895219#13,225.59,5.59,5.96,0.28,0.28,0.13,0.00,15.04,13.09,2,0,36,38,0,0,
95895219#14,234.05,5.24,5.87,0.33,0.33,0.15,0.00,22.45,11.77,2,0,38,40,0,0,
95895219#5,48.93,4.25,4.63,0.11,0.11,0.05,0.00,14.06,10.12,4,0,7,11,0,0,
95895219#6,79.86,5.08,5.45,0.13,0.13,0.06,0.00,17.63,11.10,4,0,11,15,0,0,
95895219#7,31.71,1.12,1.69,0.32,0.32,0.12,0.00,13.09,8.31,6,0,15,21,0,0,
95895219#8,60.69,2.16,2.60,0.28,0.28,0.11,0.00,19.99,9.53,3,0,21,24,0,0,
95895219#9,128.21,4.13,4.50,0.25,0.25,0.11,0.00,24.24,11.46,5,0,24,29,0,0,
95896391#0,702.52,17.30,18.02,0.48,0.48,0.23,0.00,52.33,7.63,0,2,39,37,0,0,
95896391#1,265.44,9.58,10.25,0.32,0.32,0.15,0.00,13.44,7.83,0,5,26,21,0,0,
95896391#4,145.50,7.43,8.10,0.24,0.24,0.11,0.00,11.36,7.56,0,6,18,12,0,0,
95896391#5,54.83,3.85,4.59,0.19,0.19,0.08,0.00,8.82,6.74,0,3,12,9,0,0,
95896391#6,37.65,4.90,5.56,0.09,0.09,0.04,0.00,3.05,7.75,0,5,7,2,0,0,
95896391#7,10.43,4.82,5.48,0.03,0.03,0.01,0.00,0.70,7.73,0,2,2,0,0,0,
95896397#0,9.02,,2.61,0.37,0.37,0.07,0.00,5.62,2.77,5,0,0,5,0,0,
95896397#1,459.99,6.41,7.14,0.93,0.93,0.42,0.00,61.16,7.00,5,1,60,64,0,0,
95896402#0,6.86,,4.47,0.13,0.13,0.04,1.00,4.85,2.19,3,0,0,3,0,0,
95896402#1,162.49,6.58,7.27,0.32,0.32,0.15,0.00,20.68,7.12,5,6,18,17,0,0,
95896413,74.63,1.92,2.67,0.55,0.55,0.21,0.00,14.02,6.47,2,8,27,21,0,0,
95896414#1,1357.49,11.32,12.03,1.45,1.45,0.68,0.00,119.78,7.47,3,3,110,110,0,0,
95896414#2,779.52,6.62,7.27,1.38,1.38,0.63,0.00,43.17,7.73,6,4,102,104,0,0,
95896422,174.20,21.67,22.47,0.10,0.10,0.05,0.00,23.69,7.31,8,0,0,8,0,0,
95896427#0,1356.21,10.33,10.70,0.98,0.98,0.47,0.00,155.61,12.20,7,4,120,123,0,0,
95896427#1,824.05,5.96,6.41,0.98,0.98,0.46,0.00,51.85,12.69,6,4,123,125,0,0,
95896427#3,1458.00,9.91,10.28,1.05,1.05,0.50,0.00,96.55,12.79,5,5,137,137,0,0,
95896427#5,592.75,3.77,4.14,1.11,1.11,0.51,0.00,34.69,12.90,7,6,137,138,0,0,
95896427#6,1221.24,8.18,8.56,1.03,1.03,0.49,0.00,43.10,13.22,5,3,138,140,0,0,
95896427#7,216.12,1.11,1.50,1.43,1.43,0.53,0.00,18.98,12.50,6,6,140,140,0,0,
95896427#8,1357.89,8.89,9.57,1.13,1.13,0.53,0.00,111.59,11.95,2,3,140,139,0,0,
95896493#0,22.21,1.64,2.17,0.15,0.15,0.06,0.00,8.26,8.59,0,7,11,4,0,0,
95896493#1,33.87,8.12,8.47,0.03,0.03,0.01,0.00,1.77,13.89,0,4,4,0,0,0,
95896931#0,352.46,8.26,8.91,0.51,0.25,0.12,0.00,19.86,7.66,5,3,35,37,0,0,
95896931#1,349.42,7.91,8.62,0.55,0.28,0.13,0.00,38.40,7.25,4,5,37,36,0,0,
95896932#0,1032.24,14.92,15.72,0.84,0.84,0.40,0.00,82.96,7.42,7,6,59,60,0,0,
95896932#1,78.96,0.54,1.35,1.88,1.88,0.42,0.00,15.47,6.55,7,4,56,59,0,0,
95896933,266.85,6.04,6.73,0.57,0.57,0.26,0.00,37.59,7.01,8,6,33,35,0,0,
95896934,1201.77,18.34,19.11,0.77,0.77,0.37,1.00,77.21,7.66,3,2,60,61,0,0,
95896936,14.10,3.67,4.32,0.13,0.13,0.05,0.00,10.49,3.39,5,0,0,5,0,0,
95896938#1,909.68,6.96,7.73,1.12,1.12,0.51,0.00,168.87,10.22,3,6,115,112,0,0,
95896938#2,521.16,3.66,4.26,1.45,1.45,0.62,0.00,139.94,8.87,10,6,114,118,0,0,
95896939,46.34,23.23,23.95,0.03,0.03,0.01,0.00,5.69,6.54,2,0,0,2,0,0,
95896940#0,117.56,3.70,4.42,0.45,0.22,0.10,0.00,23.82,6.52,8,2,20,26,0,0,
95896940#1,142.26,3.80,4.48,0.54,0.27,0.11,0.00,29.90,6.50,7,2,26,31,0,0,
95896941#0,148.10,7.37,7.98,0.24,0.12,0.06,0.00,13.01,7.70,5,1,14,18,0,0,
95896941#1,194.12,8.29,8.99,0.29,0.14,0.07,0.00,21.34,7.42,4,3,18,19,0,0,
95896942,123.66,3.17,3.91,0.57,0.57,0.24,0.00,26.21,6.36,6,2,27,31,0,0,
95896943,82.33,13.80,14.47,0.08,0.08,0.04,0.00,16.39,6.82,6,0,0,6,0,0,
95896944#0,49.56,0.77,1.60,0.89,0.45,0.12,0.00,12.00,6.30,4,8,31,27,0,0,
95896944#1,475.49,11.52,12.26,0.48,0.24,0.11,0.00,28.09,7.79,3,8,36,31,0,0,
95896945,270.19,10.01,10.68,0.34,0.34,0.16,0.00,36.89,7.24,8,6,18,20,0,0,
95896946#0,116.40,10.01,10.61,0.13,0.13,0.06,0.00,2.06,8.23,0,5,11,6,0,0,
95896946#1,3.97,0.18,0.79,0.25,0.25,0.03,0.00,0.03,8.12,0,6,6,0,0,0,
95896947#0,176.56,3.83,4.52,0.61,0.61,0.26,0.00,26.93,6.98,4,3,36,37,0,0,
95896947#1,804.60,10.90,11.58,0.90,0.90,0.42,0.00,70.78,7.48,8,6,62,64,0,0,
95896947#2,595.88,5.25,5.96,1.44,1.44,0.64,2.00,78.47,7.15,6,7,95,94,0,0,
95896947#4,863.48,5.12,5.81,2.11,2.11,0.94,0.00,101.54,7.26,4,2,145,147,0,0,
95896947#5,999.63,5.46,6.18,2.33,2.33,1.04,6.00,134.38,7.13,10,1,153,162,0,0,
95896947#6,505.62,1.97,2.62,3.03,3.03,1.14,0.00,32.72,7.71,3,5,191,189,0,0,
95896947#7,842.67,3.68,4.40,2.98,2.98,1.26,0.00,123.14,6.97,3,4,189,188,0,0,
95896947#8,1353.66,4.40,5.28,4.66,4.66,2.00,92.00,378.38,5.94,4,4,253,253,0,0,
95896947#9,1055.23,2.37,3.30,10.28,10.28,3.83,176.00,489.61,4.34,8,7,316,317,0,0,
95896948#0,35.84,9.20,9.54,0.04,0.04,0.02,0.00,13.88,8.79,4,0,0,4,0,0,
95896948#1,31.32,3.80,4.21,0.09,0.09,0.04,0.00,12.47,8.54,4,0,4,8,0,0,
95896948#2,10.69,0.73,1.25,0.14,0.14,0.04,0.00,3.33,9.79,1,0,8,9,0,0,
95896948#3,624.53,4.12,4.50,1.25,1.25,0.56,0.00,113.85,11.19,2,5,137,134,0,0,
